City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
378,kulhudhuffushi,64,MV,1516485842,100,6.62,73.07,78.31,1.7
379,gilgit,0,PK,1516485842,90,35.92,74.31,8.11,0.47
380,peachland,90,CA,1516482000,78,49.77,-119.75,41.0,5.82
381,peniche,75,PT,1516483800,87,39.36,-9.38,53.6,6.93
382,half moon bay,1,US,1516484100,62,37.46,-122.43,55.4,13.87
383,piacabucu,12,BR,1516485844,69,-10.41,-36.43,80.51,10.87
384,margate,75,AU,1516483800,82,-43.03,147.26,64.4,1.12
385,cururupu,76,BR,1516485845,82,-1.82,-44.87,80.29,5.39
386,salme,0,TD,1516485845,47,13.3,19.7,61.66,4.94
387,puerto del rosario,0,ES,1516483800,82,28.5,-13.86,62.6,10.29
388,katsuura,75,JP,1516483200,86,33.93,134.5,41.0,5.82
389,pahalgam,0,IN,1516485847,61,34.03,75.33,-5.8,2.04
390,dunedin,88,NZ,1516485666,96,-45.87,170.5,57.65,3.71
391,pangody,0,RU,1516485848,0,65.85,74.49,-41.67,9.64
392,labytnangi,56,RU,1516485848,65,66.66,66.39,-7.87,4.16
393,nizhniy ufaley,32,RU,1516485849,73,55.91,59.99,-6.7,5.95
394,ngunguru,76,NZ,1516485850,96,-35.62,174.5,70.52,13.67
395,nizwa,0,OM,1516485851,69,22.93,57.53,47.26,2.71
396,tobermory,8,CA,1516485851,89,45.25,-81.67,35.51,13.78
397,inirida,44,CO,1516485851,84,3.87,-67.92,78.71,2.71
398,mocuba,32,MZ,1516485852,87,-16.84,36.99,73.13,2.71
399,talgar,75,KZ,1516483800,92,43.3,77.24,12.2,4.47
400,baiyin,0,CN,1516482000,40,36.55,104.13,17.6,8.95
401,mahanoro,92,MG,1516485853,100,-19.9,48.8,71.6,2.71
402,poum,20,MK,1516485854,91,41.28,20.71,28.94,0.69
403,ahuimanu,75,US,1516484460,73,21.44,-157.84,80.6,5.82
404,iqaluit,75,CA,1516483260,69,63.75,-68.52,-13.01,12.75
405,glenwood springs,20,US,1516482000,42,39.55,-107.33,48.2,12.75
406,aden,0,YE,1516485856,100,12.79,45.03,75.11,7.63
407,kinablangan,92,PH,1516485857,100,7.69,126.55,74.44,13.67
408,charters towers,92,AU,1516485857,86,-20.07,146.27,70.97,5.39
409,sunbury,1,US,1516485360,52,40.86,-76.79,46.4,4.7
410,tadine,20,NC,1516485858,94,-21.55,167.88,80.78,15.23
411,aberdeen,1,US,1516485180,49,45.47,-98.49,46.4,8.05
412,palmas bellas,40,PA,1516482000,74,9.23,-80.09,86.0,6.93
413,noumea,64,NC,1516483800,88,-22.28,166.46,77.0,3.36
414,oostburg,1,US,1516482900,52,43.62,-87.79,48.2,4.16
415,invermere,0,CA,1516485861,73,50.51,-116.03,23.09,1.81
416,vila,75,IT,1516483200,65,45.18,8.4,41.0,6.93
417,te anau,8,NZ,1516485862,70,-45.41,167.72,61.79,2.82
418,copiapo,40,CL,1516482000,56,-27.37,-70.33,69.8,11.41
419,ayan,64,TR,1516485864,82,40.67,33.6,24.44,3.83
420,opuwo,44,NA,1516485864,93,-18.06,13.84,66.02,2.59
421,hobyo,92,SO,1516485865,85,5.35,48.53,75.52,15.68
422,hobbs,5,US,1516485000,9,32.7,-103.14,75.2,14.99
423,isla vista,1,US,1516484100,98,34.41,-119.86,62.6,12.75
424,chokurdakh,0,RU,1516485867,48,70.62,147.9,-29.29,7.96
425,honiara,75,SB,1516482000,88,-9.43,159.96,78.8,3.36
426,wenling,76,CN,1516485868,100,28.38,121.38,48.56,5.17
427,hovd,0,NO,1516485000,62,63.83,10.7,30.2,8.05
428,ostrovnoy,0,RU,1516485869,84,68.05,39.51,3.02,13.44
429,flinders,0,AU,1516482000,40,-34.58,150.85,71.6,8.05
430,turukhansk,0,RU,1516485870,0,65.8,87.96,-53.82,3.38
431,plainview,1,US,1516482900,10,34.18,-101.71,75.2,13.87
432,lithgow,0,AU,1516482000,77,-33.48,150.16,66.2,1.25
433,buraydah,0,SA,1516482000,57,26.33,43.97,48.2,2.24
434,fairbanks,90,US,1516483680,83,64.84,-147.72,3.2,7.74
435,laguna,20,MX,1516481400,38,27.52,-110.01,77.0,11.41
436,sarkand,8,KZ,1516485873,53,45.41,79.91,-5.89,2.37
437,yulara,0,AU,1516482000,64,-25.24,130.99,71.6,5.82
438,rio gallegos,0,AR,1516482000,36,-51.62,-69.22,62.6,12.75
439,nome,90,US,1516485300,82,30.04,-94.42,68.0,12.75
440,port lincoln,44,AU,1516485876,98,-34.72,135.86,67.28,11.77
441,palmer,0,AU,1516482000,78,-34.85,139.16,75.2,4.7
442,podosinovets,64,RU,1516485876,73,60.28,47.06,8.42,10.76
443,guerrero negro,0,MX,1516485877,63,27.97,-114.04,64.13,19.04
444,torbay,90,CA,1516483500,86,47.66,-52.73,26.6,16.11
445,salym,8,RU,1516485878,85,60.06,71.48,-18.9,5.73
446,urgut,0,UZ,1516483800,33,39.41,67.25,42.8,6.93
447,taksimo,36,RU,1516485880,68,56.36,114.84,-37.8,1.92
448,asbe teferi,68,ET,1516485880,78,9.08,40.87,55.94,2.59
449,at-bashi,0,KG,1516485881,47,41.17,75.81,-7.78,1.92
450,vila franca do campo,75,PT,1516483800,87,37.72,-25.43,60.8,11.41
451,rurrenabaque,75,BO,1516482000,74,-14.44,-67.53,87.8,3.15
452,chapais,90,CA,1516482000,78,49.78,-74.86,8.6,10.29
453,makat,76,KZ,1516485883,90,47.65,53.35,17.56,7.07
454,verkhoturye,80,RU,1516485884,76,58.86,60.81,0.14,4.83
455,marsaxlokk,20,MT,1516482900,93,35.84,14.54,50.0,10.29
456,cap malheureux,20,MU,1516482000,94,-19.98,57.61,75.2,4.7
457,bereda,75,ES,1516483800,87,43.27,-7.54,55.4,5.82
458,busko-zdroj,56,PL,1516485886,91,50.47,20.72,27.41,3.27
459,atbasar,0,KZ,1516485887,79,51.81,68.36,-4.5,14.0
460,colares,75,PT,1516483800,87,38.8,-9.45,53.6,6.93
461,krasnorechenskiy,0,RU,1516485888,47,44.63,135.35,-2.56,11.77
462,caxias,0,BR,1516482000,58,-4.87,-43.35,87.8,3.36
463,bonavista,92,CA,1516485890,100,48.65,-53.11,28.13,17.69
464,sobolevo,88,RU,1516485890,91,54.43,31.9,22.82,3.15
465,erdenet,24,MN,1516485891,72,49.03,104.04,-18.94,3.38
466,yadrin,80,RU,1516485891,81,55.94,46.2,10.22,10.76
467,gigmoto,36,PH,1516485892,100,13.78,124.39,77.41,8.3
468,chudovo,88,RU,1516485892,78,59.12,31.67,16.25,4.83
469,sao goncalo do sapucai,100,BR,1516485893,41,-21.89,-45.6,85.55,2.04
470,litovko,44,RU,1516485894,60,49.24,135.18,-12.69,1.25
471,trincomalee,80,LK,1516485894,85,8.58,81.23,72.19,3.94
472,jaumave,5,MX,1516480800,41,23.41,-99.38,77.0,20.8
473,guarapari,20,BR,1516482000,78,-20.67,-40.5,82.4,11.41
474,dombasle-sur-meurthe,90,FR,1516483800,87,48.62,6.35,44.6,11.41
475,nemuro,0,JP,1516485896,100,43.32,145.57,31.37,30.78
476,puerto suarez,75,BO,1516482000,94,-18.96,-57.8,89.6,4.72
477,tirumullaivasal,0,IN,1516485897,90,11.24,79.84,73.36,10.09
478,dubbo,36,AU,1516482000,31,-32.25,148.6,75.2,12.75
479,rock springs,90,US,1516482180,79,41.59,-109.2,26.6,5.82
480,veraval,90,FR,1516483800,87,49.65,0.71,48.2,13.87
481,gulabpura,0,IN,1516485899,80,25.91,74.66,49.24,2.71
482,mnogovershinnyy,44,RU,1516485899,73,53.94,139.92,-17.1,3.94
483,zverinogolovskoye,76,RU,1516485900,82,54.46,64.85,1.49,13.11
484,huadian,0,CN,1516485900,30,42.97,126.75,-21.37,2.59
485,languyan,90,FR,1516483800,93,48.3,-3.83,51.8,16.11
486,xai-xai,24,MZ,1516485901,98,-25.04,33.64,75.38,12.33
487,xinzhou,20,CN,1516485902,67,38.41,112.73,13.69,2.82
488,thoen,0,TH,1516485902,88,17.61,99.22,60.44,4.27
489,uribia,0,CO,1516485903,46,11.71,-72.27,88.61,22.39
490,manta,36,RO,1516485880,100,45.1,24.1,29.21,1.7
491,khani,0,GE,1516483800,50,41.96,42.96,53.6,21.92
492,blackburn,90,GB,1516485000,93,53.75,-2.48,37.4,2.24
493,honningsvag,8,NO,1516485905,100,70.98,25.97,19.22,14.45
494,wyndham,48,GB,1516485000,100,51.61,-3.54,41.0,8.05
495,anloga,20,GH,1516482000,83,5.79,0.9,82.4,12.75
496,pitea,90,SE,1516485000,85,65.32,21.48,10.4,3.36
497,galle,90,US,1516485480,82,29.74,-97.91,64.4,12.75
498,robertsport,0,LR,1516485908,98,6.75,-11.37,82.76,10.42
499,cabra,0,ES,1516483800,93,37.47,-4.43,44.6,2.37
500,nouadhibou,64,MR,1516482000,68,20.93,-17.03,66.2,14.99
501,martapura,100,ID,1516485910,100,-3.41,114.85,75.79,7.4
502,kilindoni,20,TZ,1516485911,100,-7.91,39.67,80.47,14.0
503,pacific grove,1,US,1516484100,54,36.62,-121.92,55.4,9.17
504,takaka,32,NZ,1516485912,89,-40.86,172.81,68.77,2.37
505,fort nelson,90,CA,1516482000,92,58.81,-122.69,19.4,2.24
506,saint anthony,75,US,1516484580,79,43.97,-111.68,33.8,6.93
507,komsomolskoye,76,UA,1516485913,91,45.02,34.02,40.69,10.42
508,chhapar,0,IN,1516485914,75,27.82,74.44,40.01,2.93
509,tezu,0,IN,1516485914,77,27.93,96.16,47.75,1.36
510,poltavka,44,RU,1516485914,74,54.36,71.76,-10.62,8.19
511,tigil,56,RU,1516485915,69,57.8,158.67,13.37,5.61
512,redcar,20,GB,1516483200,80,54.62,-1.06,30.2,8.05
513,mikhaylovka,0,RU,1516485916,65,52.96,103.29,-35.41,5.06
514,gordeyevka,88,RU,1516485917,92,52.96,31.97,26.42,9.98
515,xenia,90,US,1516485360,87,39.68,-83.93,48.2,9.17
516,bouna,0,CI,1516485918,27,9.27,-3.0,71.87,7.07
517,kuznechnoye,88,RU,1516485919,89,61.12,29.87,18.5,8.63
518,ontario,75,US,1516481880,33,34.07,-117.65,64.4,5.82
519,falkenberg,90,DE,1516485360,98,49.86,12.22,32.0,5.61
520,dubrovnik,0,HR,1516483800,93,42.65,18.09,41.0,11.41
521,fare,92,PF,1516485921,97,-16.7,-151.02,83.26,21.05
522,cascais,75,PT,1516483800,87,38.7,-9.42,53.6,6.93
523,santiago del estero,100,AR,1516485628,89,-27.8,-64.26,72.68,12.77
524,elbistan,8,TR,1516485922,66,38.2,37.19,12.74,2.48
525,sambava,32,MG,1516485923,100,-14.27,50.17,80.51,7.63
526,iquique,0,CL,1516482000,53,-20.22,-70.14,75.2,17.22
527,muncar,88,ID,1516485924,100,-8.43,114.34,76.64,3.71
528,koroni,90,GR,1516481400,93,36.8,21.96,53.6,9.19
529,chagoda,76,RU,1516485925,78,59.16,35.33,12.61,9.19
530,salinopolis,80,BR,1516485926,100,-0.61,-47.36,79.84,9.86
531,sao jose da coroa grande,76,BR,1516485926,87,-8.9,-35.15,78.17,7.18
532,suratgarh,0,IN,1516485927,83,29.32,73.9,46.09,2.93
533,bartica,40,GY,1516482000,74,6.41,-58.62,82.4,9.17
534,mehamn,24,NO,1516485928,97,71.03,27.85,17.6,11.65
535,port moresby,40,PG,1516482000,83,-9.47,147.16,77.0,5.82
536,portland,90,US,1516485180,70,45.52,-122.67,50.0,16.11
537,muros,90,ES,1516485600,100,42.77,-9.06,51.8,4.7
538,lugui,92,CN,1516485930,100,23.25,108.4,57.52,3.04
539,dharchula,0,IN,1516485931,55,29.85,80.53,32.59,3.04
540,krasnoborsk,48,RU,1516485931,71,61.56,45.93,6.89,11.1
541,saint-michel-des-saints,64,CA,1516485931,68,46.68,-73.92,32.0,13.44
542,sergeyevka,48,KZ,1516485932,81,53.88,67.42,-1.3,15.12
543,namatanai,36,PG,1516485933,100,-3.66,152.44,81.64,5.06
544,shelburne,20,CA,1516482000,77,44.08,-80.2,41.0,3.36
545,goya,100,AR,1516485934,53,-29.14,-59.27,79.7,10.31
546,komsomolskiy,0,RU,1516485934,59,67.55,63.78,-12.15,11.77
547,roebourne,0,AU,1516485935,76,-20.77,117.15,78.94,8.63
548,tranas,76,SE,1516485000,92,58.04,14.98,30.2,4.7
549,necochea,64,AR,1516485666,85,-38.55,-58.74,75.65,6.62
550,wilmington,75,US,1516485300,37,39.75,-75.55,55.4,9.17
551,emba,40,CY,1516485600,81,34.81,32.42,53.6,8.05
552,zalantun,0,CN,1516485938,65,48.0,122.72,-14.62,5.39
553,bontang,80,ID,1516485938,100,0.12,117.47,75.47,3.94
554,shache,0,CN,1516485939,60,38.42,77.24,13.91,3.38
